"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H0","AGO"," Total","Angola","MAR","Morocco",2013,"Gross Exp.",2,2920.794
"H0","AGO"," Total","Angola","MAR","Morocco",2013,"Gross Imp.",1,62686.682
"H0","AGO"," Total","Angola","MDA","Moldova",2013,"Gross Imp.",1,64.728
"H0","AGO"," Total","Angola","MDG","Madagascar",2013,"Gross Imp.",1,7.225
"H0","AGO"," Total","Angola","MDV","Maldives",2013,"Gross Imp.",1,2.92
"H0","AGO"," Total","Angola","MEX","Mexico",2013,"Gross Imp.",1,68834.48
"H0","AGO"," Total","Angola","MKD","North Macedonia",2013,"Gross Imp.",1,102.425
"H0","AGO"," Total","Angola","MLI","Mali",2013,"Gross Imp.",1,73.164
"H0","AGO"," Total","Angola","MLT","Malta",2013,"Gross Imp.",1,12631.28
"H0","AGO"," Total","Angola","MMR","Myanmar",2013,"Gross Imp.",1,493.648
"H0","AGO"," Total","Angola","MNP","Northern Mariana Islands",2013,"Gross Imp.",1,0.213
"H0","AGO"," Total","Angola","MNT","Montenegro",2013,"Gross Imp.",1,14.68
"H0","AGO"," Total","Angola","MOZ","Mozambique",2013,"Gross Imp.",1,2509.214
"H0","AGO"," Total","Angola","MRT","Mauritania",2013,"Gross Imp.",1,27064.043
"H0","AGO"," Total","Angola","MUS","Mauritius",2013,"Gross Imp.",1,925.198
"H0","AGO"," Total","Angola","MYS","Malaysia",2013,"Gross Exp.",2,947.906
"H0","AGO"," Total","Angola","MYS","Malaysia",2013,"Gross Imp.",1,429220.86
"H0","AGO"," Total","Angola","MYT","Mayotte",2013,"Gross Imp.",1,39.058
"H0","AGO"," Total","Angola","NAM","Namibia",2013,"Gross Exp.",2,2452.46
"H0","AGO"," Total","Angola","NAM","Namibia",2013,"Gross Imp.",1,225669.152
"H0","AGO"," Total","Angola","NCL","New Caledonia",2013,"Gross Imp.",1,0.21
"H0","AGO"," Total","Angola","NER","Niger",2013,"Gross Imp.",1,19.888
"H0","AGO"," Total","Angola","NFK","Norfolk Island",2013,"Gross Imp.",1,176.572
"H0","AGO"," Total","Angola","NGA","Nigeria",2013,"Gross Imp.",1,6182.523
"H0","AGO"," Total","Angola","NIC","Nicaragua",2013,"Gross Imp.",1,866.039
"H0","AGO"," Total","Angola","NLD","Netherlands",2013,"Gross Exp.",2,1647310.187
"H0","AGO"," Total","Angola","NLD","Netherlands",2013,"Gross Imp.",1,721968.94
"H0","AGO"," Total","Angola","NOR","Norway",2013,"Gross Imp.",1,331375.935
"H0","AGO"," Total","Angola","NPL","Nepal",2013,"Gross Imp.",1,0.738
"H0","AGO"," Total","Angola","NRU","Nauru",2013,"Gross Imp.",1,109.574
"H0","AGO"," Total","Angola","NZL","New Zealand",2013,"Gross Imp.",1,48587.824
"H0","AGO"," Total","Angola","OAS","Other Asia, nes",2013,"Gross Exp.",2,4007020.057
